Año,Quarter,Ranking,Lenguaje,Porcentaje
2020,3,9,C,3.804
2020,3,10,C#,3.243
2020,3,11,Shell,2.152
2020,3,12,Scala,1.553
2020,3,13,Kotlin,1.52
2020,3,14,Rust,1.313
2020,3,15,Nix,1.073
2020,3,16,Swift,0.963
2020,3,17,Dart,0.833
2020,3,18,DM,0.503
2020,3,19,Objective-C,0.448
2020,3,20,Groovy,0.42
2020,3,21,Perl,0.323
2020,3,22,Elixir,0.32
2020,3,23,Lua,0.319
2020,3,24,Clojure,0.269
2020,3,25,Haskell,0.236
2020,3,26,SystemVerilog,0.185
2020,3,27,OCaml,0.185
2020,3,28,Emacs Lisp,0.166
2020,3,29,PowerShell,0.149
2020,3,30,Lean,0.115
2020,3,31,Bicep,0.11
2020,3,32,CodeQL,0.11
2020,3,33,Erlang,0.105
2020,3,34,CoffeeScript,0.099
2020,3,35,Julia,0.085
2020,3,36,Puppet,0.084
2020,3,37,R,0.079
2020,3,38,hoon,0.071
2020,3,39,Vim Script,0.056
2020,3,40,Visual Basic .NET,0.054
2020,3,41,ABAP,0.053
2020,3,42,Assembly,0.053
2020,3,43,MATLAB,0.048
2020,3,44,WebAssembly,0.044
2020,3,45,Smalltalk,0.043
2020,3,46,F#,0.042
2020,3,47,Fortran,0.038
2020,3,48,Verilog,0.03
2020,3,49,Common Lisp,0.03
2020,3,50,Haxe,0.023
2020,4,1,Python,17.753
2020,4,2,JavaScript,12.1401
2020,4,3,Java,11.068
2020,4,4,C++,9.605
2020,4,5,Go,8.366
2020,4,6,TypeScript,7.307
2020,4,7,PHP,6.246
2020,4,8,Ruby,4.895
2020,4,9,C,4.157
2020,4,10,C#,3.213
2020,4,11,Shell,2.317
2020,4,12,Scala,1.807
2020,4,13,Rust,1.541
2020,4,14,Kotlin,1.451
2020,4,15,Nix,1.226
2020,4,16,Dart,0.899
2020,4,17,Swift,0.894
2020,4,18,Objective-C,0.425
2020,4,19,Groovy,0.381
2020,4,20,DM,0.359
2020,4,21,Perl,0.344
2020,4,22,Lua,0.336
2020,4,23,Elixir,0.27
2020,4,24,Haskell,0.259
2020,4,25,Clojure,0.233
2020,4,26,OCaml,0.214
2020,4,27,SystemVerilog,0.204
2020,4,28,Emacs Lisp,0.159
2020,4,29,Erlang,0.147
2020,4,30,PowerShell,0.146
2020,4,31,Lean,0.128
2020,4,32,CoffeeScript,0.111
2020,4,33,CodeQL,0.105
2020,4,34,Julia,0.095
2020,4,35,hoon,0.083
2020,4,36,R,0.083
2020,4,37,MATLAB,0.074
2020,4,38,Bicep,0.066
2020,4,39,Puppet,0.06
2020,4,40,F#,0.058
2020,4,41,Visual Basic .NET,0.057
2020,4,42,PureScript,0.056
2020,4,43,Vim Script,0.056
2020,4,44,Assembly,0.056
2020,4,45,WebAssembly,0.054
2020,4,46,Verilog,0.031
2020,4,47,Mustache,0.03
2020,4,48,Smalltalk,0.026
2020,4,49,Raku,0.023
2020,4,50,Vala,0.023
2021,1,1,Python,17.793
2021,1,2,JavaScript,11.9501
2021,1,3,Java,11.283
2021,1,4,C++,9.201
2021,1,5,Go,8.224
2021,1,6,TypeScript,7.498
2021,1,7,PHP,5.637
2021,1,8,Ruby,5.201
2021,1,9,C,4.454
2021,1,10,C#,3.13
2021,1,11,Shell,2.657
2021,1,12,Scala,1.797
2021,1,13,Rust,1.406
2021,1,14,Kotlin,1.403
2021,1,15,Nix,1.379
2021,1,16,Dart,0.854
2021,1,17,Swift,0.808
2021,1,18,DM,0.494
2021,1,19,Objective-C,0.396
2021,1,20,Groovy,0.369
2021,1,21,Lua,0.322
2021,1,22,Perl,0.32
2021,1,23,Elixir,0.266
2021,1,24,SystemVerilog,0.236
2021,1,25,Haskell,0.236
2021,1,26,Emacs Lisp,0.199
2021,1,27,Clojure,0.195
2021,1,28,Erlang,0.174
2021,1,29,OCaml,0.17
2021,1,30,Lean,0.157
2021,1,31,PowerShell,0.145
2021,1,32,CodeQL,0.133
2021,1,33,CoffeeScript,0.131
2021,1,34,Julia,0.093
2021,1,35,R,0.086
2021,1,36,hoon,0.086
2021,1,37,Visual Basic .NET,0.084
2021,1,38,Bicep,0.061
2021,1,39,PureScript,0.059
2021,1,40,Vim Script,0.059
2021,1,41,WebAssembly,0.053
2021,1,42,Puppet,0.051
2021,1,43,Assembly,0.048
2021,1,44,MATLAB,0.047
2021,1,45,F#,0.047
2021,1,46,Coq,0.045
2021,1,47,Verilog,0.041
2021,1,48,Fortran,0.039
2021,1,49,Nim,0.032
2021,1,50,Crystal,0.031
2021,2,1,Python,17.701
2021,2,2,JavaScript,11.6931
2021,2,3,Java,11.507
2021,2,4,C++,9.458
2021,2,5,Go,8.3
2021,2,6,TypeScript,8.2551
2021,2,7,PHP,5.46
2021,2,8,Ruby,5.031
2021,2,9,C,4.253
2021,2,10,C#,2.995
2021,2,11,Shell,2.217
2021,2,12,Scala,1.829
2021,2,13,Nix,1.607
2021,2,14,Kotlin,1.445
2021,2,15,Rust,1.432
2021,2,16,Dart,0.932
2021,2,17,Swift,0.793
2021,2,18,DM,0.373
2021,2,19,Objective-C,0.332
2021,2,20,Lua,0.314
2021,2,21,Bicep,0.298
2021,2,22,Groovy,0.284
2021,2,23,Elixir,0.281
2021,2,24,Perl,0.28
2021,2,25,SystemVerilog,0.261
2021,2,26,Emacs Lisp,0.216
2021,2,27,OCaml,0.216
2021,2,28,Haskell,0.216
2021,2,29,Clojure,0.193
2021,2,30,Erlang,0.157
2021,2,31,Lean,0.142
2021,2,32,PowerShell,0.118
2021,2,33,CodeQL,0.11
2021,2,34,Julia,0.095
2021,2,35,R,0.083
2021,2,36,CoffeeScript,0.08
2021,2,37,hoon,0.071
2021,2,38,Verilog,0.07
2021,2,39,Puppet,0.064
2021,2,40,Visual Basic .NET,0.055
2021,2,41,MATLAB,0.054
2021,2,42,F#,0.044
2021,2,43,Assembly,0.042
2021,2,44,Smalltalk,0.042
2021,2,45,GAP,0.039
2021,2,46,Vim Script,0.038
2021,2,47,WebAssembly,0.035
2021,2,48,Coq,0.034
2021,2,49,Fortran,0.034
2021,2,50,Nim,0.032
2021,3,1,Python,18.126
2021,3,2,JavaScript,11.1421
2021,3,3,Java,11.109
2021,3,4,C++,9.741
2021,3,5,Go,8.733
2021,3,6,TypeScript,8.35
2021,3,7,PHP,5.613
2021,3,8,Ruby,4.829
2021,3,9,C,4.262
2021,3,10,C#,3.097
2021,3,11,Shell,2.22
2021,3,12,Scala,1.694
2021,3,13,Nix,1.688
2021,3,14,Kotlin,1.454
2021,3,15,Rust,1.337
2021,3,16,Swift,0.911
2021,3,17,Dart,0.728
2021,3,18,DM,0.431
2021,3,19,Perl,0.357
2021,3,20,Objective-C,0.327
2021,3,21,Elixir,0.293
2021,3,22,Groovy,0.272
2021,3,23,Lua,0.252
2021,3,24,SystemVerilog,0.25
2021,3,25,OCaml,0.223
2021,3,26,Clojure,0.22
2021,3,27,Haskell,0.219
2021,3,28,Lean,0.169
2021,3,29,Bicep,0.156
2021,3,30,Emacs Lisp,0.151
2021,3,31,Erlang,0.15
2021,3,32,CodeQL,0.114
2021,3,33,PowerShell,0.109
2021,3,34,Verilog,0.101
2021,3,35,Julia,0.084
2021,3,36,R,0.073
2021,3,37,CoffeeScript,0.069
2021,3,38,F#,0.058
2021,3,39,Visual Basic .NET,0.055
2021,3,40,MATLAB,0.053
2021,3,41,Vim Script,0.052
2021,3,42,Vala,0.052
2021,3,43,WebAssembly,0.049
2021,3,44,Puppet,0.049
2021,3,45,Assembly,0.049
2021,3,46,Smalltalk,0.041
2021,3,47,hoon,0.039
2021,3,48,Fortran,0.034
2021,3,49,Mustache,0.029
2021,3,50,Coq,0.028
2021,4,1,Python,18.023
2021,4,2,Java,11.442
2021,4,3,JavaScript,10.8761
2021,4,4,C++,9.745
2021,4,5,Go,8.168
2021,4,6,TypeScript,7.62
2021,4,7,PHP,5.922
2021,4,8,Ruby,4.785
2021,4,9,C,4.577
2021,4,10,C#,3.192
2021,4,11,Shell,2.389
2021,4,12,Nix,2.136
2021,4,13,Scala,1.851
2021,4,14,Kotlin,1.39
2021,4,15,Rust,1.357
2021,4,16,Swift,0.893
2021,4,17,Dart,0.787
2021,4,18,DM,0.379
2021,4,19,Perl,0.326
2021,4,20,Groovy,0.311
2021,4,21,Elixir,0.297
2021,4,22,SystemVerilog,0.297
2021,4,23,Lua,0.286
2021,4,24,Objective-C,0.285
2021,4,25,OCaml,0.264
2021,4,26,Haskell,0.248
2021,4,27,Lean,0.217
2021,4,28,Erlang,0.18
2021,4,29,Clojure,0.17
2021,4,30,Emacs Lisp,0.152
2021,4,31,CodeQL,0.136
2021,4,32,PowerShell,0.093
2021,4,33,Verilog,0.091
2021,4,34,R,0.082
2021,4,35,Julia,0.068
2021,4,36,CoffeeScript,0.063
2021,4,37,F#,0.06
2021,4,38,Puppet,0.057
2021,4,39,Assembly,0.049
2021,4,40,Vala,0.048
2021,4,41,MATLAB,0.044
2021,4,42,Visual Basic .NET,0.042
2021,4,43,WebAssembly,0.042
2021,4,44,Vim Script,0.041
2021,4,45,Bicep,0.037
2021,4,46,hoon,0.033
2021,4,47,SWIG,0.027
2021,4,48,Sass,0.026
2021,4,49,Fortran,0.025
2021,4,50,Elm,0.024
2022,1,1,Python,17.522
2022,1,2,Java,11.82
2022,1,3,JavaScript,10.6131
2022,1,4,C++,9.758
2022,1,5,Go,8.737
2022,1,6,TypeScript,7.902
2022,1,7,PHP,5.72
2022,1,8,Ruby,4.935
2022,1,9,C,4.386
2022,1,10,C#,3.101
2022,1,11,Shell,2.469
2022,1,12,Nix,1.866
2022,1,13,Scala,1.833
2022,1,14,Rust,1.405
2022,1,15,Kotlin,1.393
2022,1,16,Swift,0.948
2022,1,17,Dart,0.677
2022,1,18,DM,0.418
2022,1,19,SystemVerilog,0.384
2022,1,20,Perl,0.326
2022,1,21,Lua,0.313
2022,1,22,Groovy,0.293
2022,1,23,Objective-C,0.263
2022,1,24,OCaml,0.248
2022,1,25,Lean,0.244
2022,1,26,Elixir,0.239
2022,1,27,Haskell,0.195
2022,1,28,Clojure,0.168
2022,1,29,Emacs Lisp,0.164
2022,1,30,CodeQL,0.155
2022,1,31,Erlang,0.154
2022,1,32,PowerShell,0.104
2022,1,33,Julia,0.097
2022,1,34,Puppet,0.073
2022,1,35,Verilog,0.071
2022,1,36,CoffeeScript,0.065
2022,1,37,R,0.062
2022,1,38,MATLAB,0.058
2022,1,39,F#,0.057
2022,1,40,Bicep,0.052
2022,1,41,Visual Basic .NET,0.051
2022,1,42,Assembly,0.044
2022,1,43,PureScript,0.04
2022,1,44,Vim Script,0.035
2022,1,45,Fortran,0.035
2022,1,46,WebAssembly,0.031
2022,1,47,Raku,0.029
2022,1,48,hoon,0.028
2022,1,49,Cython,0.027
2022,1,50,GAP,0.026
2022,2,1,Python,16.6841
2022,2,2,Java,11.601
2022,2,3,JavaScript,10.4131
2022,2,4,C++,9.694
2022,2,5,Go,9.3051
2022,2,6,TypeScript,8.663
2022,2,7,PHP,5.265
2022,2,8,Ruby,4.88
2022,2,9,C,4.102
2022,2,10,C#,3.382
2022,2,11,Shell,2.442
2022,2,12,Nix,2.098
2022,2,13,Kotlin,1.767
2022,2,14,Scala,1.49
2022,2,15,Rust,1.485
2022,2,16,Swift,1.024
2022,2,17,Dart,0.935
2022,2,18,DM,0.474
2022,2,19,SystemVerilog,0.359
2022,2,20,Perl,0.312
2022,2,21,Groovy,0.299
2022,2,22,Lua,0.283
2022,2,23,Objective-C,0.283
2022,2,24,Lean,0.271
2022,2,25,Haskell,0.211
2022,2,26,Elixir,0.187
2022,2,27,OCaml,0.18
2022,2,28,Clojure,0.176
2022,2,29,CodeQL,0.166
2022,2,30,Erlang,0.132
2022,2,31,PowerShell,0.127
2022,2,32,Emacs Lisp,0.123
2022,2,33,Julia,0.095
2022,2,34,R,0.074
2022,2,35,CoffeeScript,0.069
2022,2,36,Assembly,0.058
2022,2,37,Verilog,0.057
2022,2,38,MATLAB,0.057
2022,2,39,Bicep,0.057
2022,2,40,Puppet,0.051
2022,2,41,Visual Basic .NET,0.051
2022,2,42,Vim Script,0.041
2022,2,43,WebAssembly,0.038
2022,2,44,PureScript,0.038
2022,2,45,F#,0.036
2022,2,46,Smalltalk,0.03
2022,2,47,hoon,0.026
2022,2,48,Fortran,0.026
2022,2,49,Cuda,0.023
2022,2,50,Vala,0.022
2022,3,1,Python,17.199
2022,3,2,Java,11.258
2022,3,3,C++,10.06
2022,3,4,Go,9.8591
2022,3,5,JavaScript,9.3731
2022,3,6,TypeScript,8.27
2022,3,7,PHP,5.174
2022,3,8,Ruby,4.679
2022,3,9,C,4.338
2022,3,10,C#,3.395
2022,3,11,Shell,2.487
2022,3,12,Rust,2.099
2022,3,13,Nix,1.957
2022,3,14,Scala,1.679
2022,3,15,Kotlin,1.51
2022,3,16,Swift,0.962
2022,3,17,Dart,0.823
2022,3,18,DM,0.418
2022,3,19,SystemVerilog,0.338
2022,3,20,Lua,0.334
2022,3,21,Perl,0.325
2022,3,22,Groovy,0.317
2022,3,23,Objective-C,0.256
2022,3,24,Lean,0.229
2022,3,25,Haskell,0.221
2022,3,26,Elixir,0.202
2022,3,27,OCaml,0.18
2022,3,28,CodeQL,0.172
2022,3,29,Clojure,0.156
2022,3,30,PowerShell,0.143
2022,3,31,Emacs Lisp,0.12
2022,3,32,Erlang,0.115
2022,3,33,Julia,0.094
2022,3,34,F#,0.092
2022,3,35,Bicep,0.08
2022,3,36,Assembly,0.07
2022,3,37,CoffeeScript,0.066
2022,3,38,WebAssembly,0.065
2022,3,39,Verilog,0.064
2022,3,40,MATLAB,0.058
2022,3,41,Visual Basic .NET,0.049
2022,3,42,R,0.044
2022,3,43,Puppet,0.042
2022,3,44,GAP,0.039
2022,3,45,SourcePawn,0.037
2022,3,46,Vim Script,0.035
2022,3,47,MLIR,0.031
2022,3,48,ZAP,0.03
2022,3,49,ANTLR,0.029
2022,3,50,hoon,0.027
2022,4,1,Python,17.916
2022,4,2,Java,11.281
2022,4,3,JavaScript,9.8751
2022,4,4,C++,9.704
2022,4,5,Go,9.4351
2022,4,6,TypeScript,8.307
2022,4,7,PHP,5.27
2022,4,8,Ruby,4.636
2022,4,9,C,4.241
2022,4,10,C#,3.27
2022,4,11,Shell,2.532
2022,4,12,Nix,2.229
2022,4,13,Scala,1.707
2022,4,14,Rust,1.663
2022,4,15,Kotlin,1.379
2022,4,16,Swift,0.931
2022,4,17,Dart,0.842
2022,4,18,DM,0.398
2022,4,19,Lua,0.383
2022,4,20,SystemVerilog,0.368
2022,4,21,Perl,0.326
2022,4,22,Groovy,0.325
2022,4,23,Objective-C,0.251
2022,4,24,CodeQL,0.233
2022,4,25,Elixir,0.214
2022,4,26,OCaml,0.204
2022,4,27,Haskell,0.191
2022,4,28,Lean,0.183
2022,4,29,Erlang,0.128
2022,4,30,Emacs Lisp,0.113
2022,4,31,PowerShell,0.108
2022,4,32,Clojure,0.096
2022,4,33,Julia,0.092
2022,4,34,MLIR,0.073
2022,4,35,Verilog,0.073
2022,4,36,Vim Script,0.07
2022,4,37,CoffeeScript,0.054
2022,4,38,Assembly,0.052
2022,4,39,WebAssembly,0.052
2022,4,40,Puppet,0.052
2022,4,41,F#,0.048
2022,4,42,R,0.048
2022,4,43,GAP,0.045
2022,4,44,Bicep,0.042
2022,4,45,MATLAB,0.04
2022,4,46,Visual Basic .NET,0.031
2022,4,47,ANTLR,0.028
2022,4,48,hoon,0.027
2022,4,49,Fortran,0.025
2022,4,50,Cython,0.023
2023,1,1,Python,17.209
2023,1,2,Java,11.315
2023,1,3,Go,10.4241
2023,1,4,C++,10.083
2023,1,5,JavaScript,9.5541
2023,1,6,TypeScript,7.899
2023,1,7,PHP,5.308
2023,1,8,Ruby,5.013
2023,1,9,C,4.408
2023,1,10,C#,3.142
2023,1,11,Shell,2.53
2023,1,12,Nix,2.126
2023,1,13,Rust,1.728
2023,1,14,Scala,1.555
2023,1,15,Kotlin,1.437
2023,1,16,Swift,0.936
2023,1,17,Dart,0.924
2023,1,18,DM,0.37
2023,1,19,Lua,0.354
2023,1,20,Groovy,0.337
2023,1,21,Perl,0.291
2023,1,22,Objective-C,0.259
2023,1,23,Elixir,0.207
2023,1,24,Haskell,0.201
2023,1,25,OCaml,0.2
2023,1,26,CodeQL,0.168
2023,1,27,SystemVerilog,0.161
2023,1,28,Erlang,0.16
2023,1,29,PowerShell,0.127
2023,1,30,Clojure,0.108
2023,1,31,Emacs Lisp,0.097
2023,1,32,Julia,0.091
2023,1,33,Lean,0.086
2023,1,34,Verilog,0.084
2023,1,35,MLIR,0.068
2023,1,36,ANTLR,0.06
2023,1,37,CoffeeScript,0.051
2023,1,38,Assembly,0.051
2023,1,39,R,0.05
2023,1,40,MATLAB,0.046
2023,1,41,Puppet,0.045
2023,1,42,WebAssembly,0.044
2023,1,43,Visual Basic .NET,0.04
2023,1,44,Bicep,0.04
2023,1,45,F#,0.038
2023,1,46,Vim Script,0.037
2023,1,47,hoon,0.036
2023,1,48,Smalltalk,0.031
2023,1,49,GLSL,0.029
2023,1,50,GAP,0.027
2023,2,1,Python,17.355
2023,2,2,Java,11.387
2023,2,3,Go,10.8771
2023,2,4,C++,9.994
2023,2,5,JavaScript,9.542
2023,2,6,TypeScript,7.673
2023,2,7,PHP,5.086
2023,2,8,C,4.615
2023,2,9,Ruby,4.494
2023,2,10,C#,3.27
2023,2,11,Shell,2.499
2023,2,12,Nix,2.25
2023,2,13,Rust,1.707
2023,2,14,Scala,1.551
2023,2,15,Kotlin,1.493
2023,2,16,Swift,1.027
2023,2,17,Dart,0.898
2023,2,18,DM,0.41
2023,2,19,Lua,0.339
2023,2,20,Groovy,0.31
2023,2,21,Perl,0.281
2023,2,22,Objective-C,0.257
2023,2,23,SystemVerilog,0.247
2023,2,24,Elixir,0.199
2023,2,25,OCaml,0.184
2023,2,26,Haskell,0.177
2023,2,27,CodeQL,0.175
2023,2,28,Erlang,0.126
2023,2,29,PowerShell,0.105
2023,2,30,Clojure,0.087
2023,2,31,Julia,0.082
2023,2,32,Verilog,0.076
2023,2,33,Emacs Lisp,0.076
2023,2,34,Lean,0.071
2023,2,35,CoffeeScript,0.06
2023,2,36,MLIR,0.056
2023,2,37,R,0.055
2023,2,38,Assembly,0.052
2023,2,39,ANTLR,0.047
2023,2,40,Smalltalk,0.044
2023,2,41,Bicep,0.043
2023,2,42,MATLAB,0.043
2023,2,43,F#,0.042
2023,2,44,WebAssembly,0.039
2023,2,45,hoon,0.039
2023,2,46,Fortran,0.035
2023,2,47,Vim Script,0.032
2023,2,48,Visual Basic .NET,0.031
2023,2,49,Puppet,0.031
2023,2,50,Haml,0.03
2023,3,1,Python,17.718
2023,3,2,Java,11.087
2023,3,3,Go,10.819
2023,3,4,JavaScript,10.067
2023,3,5,C++,9.713
2023,3,6,TypeScript,7.611
2023,3,7,PHP,4.836
2023,3,8,Ruby,4.69
2023,3,9,C,4.31
2023,3,10,C#,3.531
2023,3,11,Shell,2.469
2023,3,12,Nix,2.437
2023,3,13,Rust,1.829
2023,3,14,Scala,1.633
2023,3,15,Kotlin,1.489
2023,3,16,Swift,1.06
2023,3,17,Dart,0.78
2023,3,18,DM,0.42
2023,3,19,Lua,0.33
2023,3,20,Groovy,0.302
2023,3,21,Perl,0.273
2023,3,22,Elixir,0.249
2023,3,23,Objective-C,0.208
2023,3,24,SystemVerilog,0.167
2023,3,25,OCaml,0.166
2023,3,26,Haskell,0.162
2023,3,27,CodeQL,0.137
2023,3,28,Erlang,0.109
2023,3,29,Emacs Lisp,0.088
2023,3,30,Julia,0.087
2023,3,31,Verilog,0.081
2023,3,32,Clojure,0.078
2023,3,33,PowerShell,0.071
2023,3,34,R,0.056
2023,3,35,CoffeeScript,0.054
2023,3,36,Assembly,0.053
2023,3,37,MATLAB,0.046
2023,3,38,WebAssembly,0.042
2023,3,39,Scheme,0.037
2023,3,40,F#,0.035
2023,3,41,Puppet,0.033
2023,3,42,Bicep,0.033
2023,3,43,Vim Script,0.032
2023,3,44,ANTLR,0.03
2023,3,45,Smalltalk,0.028
2023,3,46,MLIR,0.028
2023,3,47,Visual Basic .NET,0.027
2023,3,48,Haml,0.026
2023,3,49,Vala,0.025
2023,3,50,Fortran,0.024
2023,4,1,Python,17.38
2023,4,2,Java,11.77
2023,4,3,Go,10.0
2023,4,4,JavaScript,9.949
2023,4,5,C++,9.656
2023,4,6,TypeScript,7.46
2023,4,7,PHP,5.48
2023,4,8,C,4.576
2023,4,9,Ruby,4.533
2023,4,10,C#,3.437
2023,4,11,Nix,2.804
2023,4,12,Shell,2.286
2023,4,13,Rust,1.827
2023,4,14,Scala,1.563
2023,4,15,Kotlin,1.403
2023,4,16,Swift,0.991
2023,4,17,Dart,0.727
2023,4,18,DM,0.394
2023,4,19,Groovy,0.363
2023,4,20,Lua,0.339
2023,4,21,Perl,0.302
2023,4,22,Elixir,0.233
2023,4,23,Objective-C,0.22
2023,4,24,SystemVerilog,0.182
2023,4,25,CodeQL,0.172
2023,4,26,Haskell,0.16
2023,4,27,OCaml,0.148
2023,4,28,Erlang,0.133
2023,4,29,PowerShell,0.09
2023,4,30,Clojure,0.088
2023,4,31,Julia,0.083
2023,4,32,F#,0.077
2023,4,33,Emacs Lisp,0.077
2023,4,34,R,0.074
2023,4,35,CoffeeScript,0.069
2023,4,36,Puppet,0.06
2023,4,37,Assembly,0.06
2023,4,38,Verilog,0.055
2023,4,39,WebAssembly,0.051
2023,4,40,MATLAB,0.041
2023,4,41,Sass,0.04
2023,4,42,Cython,0.036
2023,4,43,ANTLR,0.035
2023,4,44,Smalltalk,0.034
2023,4,45,Fortran,0.03
2023,4,46,Pascal,0.03
2023,4,47,Visual Basic .NET,0.03
2023,4,48,Vim Script,0.029
2023,4,49,MLIR,0.026
2023,4,50,Bicep,0.024
2024,1,1,Python,16.925
2024,1,2,Java,11.708
2024,1,3,Go,10.262
2024,1,4,JavaScript,9.859
2024,1,5,C++,9.459
2024,1,6,TypeScript,7.345
2024,1,7,PHP,5.665
2024,1,8,Ruby,4.706
2024,1,9,C,4.616
2024,1,10,C#,3.442
2024,1,11,Nix,2.733
2024,1,12,Shell,2.35
2024,1,13,Rust,1.872
2024,1,14,Scala,1.59
2024,1,15,Kotlin,1.48
2024,1,16,Swift,1.077
2024,1,17,Dart,0.713
2024,1,18,Groovy,0.377
2024,1,19,Perl,0.329
2024,1,20,Lua,0.321
2024,1,21,DM,0.312
2024,1,22,SystemVerilog,0.288
2024,1,23,Objective-C,0.238
2024,1,24,Elixir,0.23
2024,1,25,CodeQL,0.169
2024,1,26,OCaml,0.154
2024,1,27,Haskell,0.132
2024,1,28,PowerShell,0.119
2024,1,29,Erlang,0.119
2024,1,30,Emacs Lisp,0.105
2024,1,31,Julia,0.074
2024,1,32,Clojure,0.072
2024,1,33,R,0.071
2024,1,34,CoffeeScript,0.068
2024,1,35,F#,0.065
2024,1,36,Verilog,0.065
2024,1,37,WebAssembly,0.058
2024,1,38,MLIR,0.057
2024,1,39,Bicep,0.049
2024,1,40,Fortran,0.04
2024,1,41,Cython,0.037
2024,1,42,GAP,0.036
2024,1,43,MATLAB,0.036
2024,1,44,Puppet,0.036
2024,1,45,Sass,0.034
2024,1,46,JetBrains MPS,0.033
2024,1,47,Smalltalk,0.031
2024,1,48,Vala,0.027
2024,1,49,Haxe,0.027
2024,1,50,Pascal,0.026
